Name,Address,Phone,Website,Category,Price Level,Rating,Description,Image URLs
Sullivan's Steakhouse,"222 South 15th Street Ste 152 S, Omaha",(402) 342-0077,https://sullivanssteakhouse.com/omaha/,"bar, restaurant, food, point_of_interest, establishment",3,4.4,"Steakhouse chain serving beef, seafood & cocktails in swanky surrounds with live music.",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photo_reference=AUy1YQ11REUpKae8sa2P4cCFHdDsSzhypvDqkhwhIvj37ARGDBZIeeYRZVqup-Nz8HVe4E99y4HRzcz9PNmF1DxaNw3NTn4vsPR6kcGzEcQEnWlKZlHOHoa5lgxVWYkvGH-pfD_Q-BzrtBYiTtc0g5T512oux_aTF_jd8U8BhWP3THJFy8oIs4Bwc2WjUd6hx5P6zshprOIOkSWoujTJcO8OyNl3OjA-BRJKi0hsAcyh3NwK4g798omxMSiLONT7C5GmNxU3xPlM64DHpRN8yeYgTwaZhm7aq7f5KstOcMVNfjhgS2qEbS-W3UqBYEjC-2hXOjef4bKMN2s&key=GOOGLE_API_KEY
Subway,"901 North 24th Street Unit B, Omaha",(402) 345-7808,https://restaurants.subway.com/united-states/ne/omaha/901-n-24th-st?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=2987&utm_campaign=evergreen-2020&y_source=1_MTQ5MTcwMTAtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,"meal_takeaway, restaurant, food, point_of_interest, establishment",1,3.8,"Casual counter-serve chain for build-your-own sandwiches & salads, with health-conscious options.",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photo_reference=AUy1YQ1YNZ87ADJB1AMBfLfPgty8cFzyMWfP2uN3N75IO1h_GvS1Dzxgmns7zmZRWtUuRGwCU_zfNnEtxfeXi08YAxXWQ8Y9CGt5kdy7D3idtPIKWLfr7yiO9mpPBQmdEfhnfs0eHn19LF7ouKz09TOLGca2BX_vD5N2COlkmnVBZG1bg8i4q6N6M7yEwqVSZkXIOGChk_kgDOvwoBIbUJl7YL9Y2AO8eIgGZsk4egOzaYdJxBV18SzX6PZ-7krAwTyDf5Y1TvOotnHhNRhW92_c-GELhIE2pfND_-WFSyU0jnnvbr1gZo1NtyIXj_t_uCTdGjTuSuCSSVvp7OtUq8WxdFnd67PAFONZVw1jCrMsDe1WijdxSirdxr1MnINeureXJP59xxnrWe97whn8Op0Of9LH0zVw10k0ocy-l4ImgdU58Pg3M6KN4W-9-NWhuR43H_A_y3N5qyS82CRqNym7bhhjyhzIsZ6leKWs64JGwIi5dioW74Msy42hGbvRmZseHuOM4kkCd7P9vOFZT0GRBeQVkvAkANoPDEBrT4hth3EeqQfjSS2DLwqeDZBY5JMcDyE509mCHXE0tSlwI3TohX-0cEm1PiAhkPiVXtIXs8RFtSUctkAZfU7zQj_oL5JR&key=GOOGLE_API_KEY
Subway,"210 South 16th Street Suite 105F, Omaha",(402) 341-9981,https://restaurants.subway.com/united-states/ne/omaha/210-s-16th-street?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=24294&utm_campaign=evergreen-2020&y_source=1_MTQ4OTkyODItNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,"meal_takeaway, restaurant, food, point_of_interest, establishment",1,4.1,"Casual counter-serve chain for build-your-own sandwiches & salads, with health-conscious options.",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photo_reference=AUy1YQ1zVu-xFn3pifdsu5SnKPT0FfJS6yXuJTrNzK8eDJONaq16V3E20foIrpEFJNos2SRexENmAVvoIsC-FTSC2iHSKBL9gX8pbFADMbMHOOmZlEI1cyTuQD4P8PQxwZAKhzYiu2zr9BaJ9PC7yVDudDnFoGJ_0rLSkweMV8kf84-lLHkyYufI0qI2kqr0Nf6HentADlHCJUPYe6Hm8UXh1kRJ4qcpgY2pkz167h1-hw2yHolrSd7LdbGcQbRNoSbMNf1pyCq0v7LX4Eh8urcB8LRoixF5KrBE9ILierXxZCgu9DLoGIBISWVrpIJPukHv9UFap_NSSyo&key=GOOGLE_API_KEY
Spencer's for Steaks and Chops,"102 South 10th Street, Omaha",(402) 280-8888,http://spencersomaha.com/,"restaurant, food, point_of_interest, establishment",N/A,4.4,"White-tablecloth chain restaurant specializing in upmarket chophouse fare, seafood & fine wines.",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photo_reference=AUy1YQ2Rc7IuLRV3UPenZZ6cUEIYBcxZ5TecnfLFGdxyD_qbl4hUzsqICbaJC3VpyDaZExYeHVk7gTXGGkDnPnr_da5EK2SDYmitNgEWABcEKX2FkJQ_hoiAKalIMh5iJXQce2Iy_0xCVtL9ZCy9PenMO5mfew7wfEKo_TAe6CxLiaBWesUD4JcZMWxQBIGlVkQsXJU5QbRflWSlxJR35A3YOwykex9-YZnS5k2_i_bTvLJAzr4rpGZYeRiiomWJYZnEGU0bXoTueIjsDi6yMDTt0GiYiHMWRDmcsQL5PGZmwPtGz-EheA0KABGvszKTiNCkpikJi9wL6wNGbhrxBjmzb3RBcrgKbaU2U74Jz4BzT3nFlx8KqR-4TMoOMHEdRBfXzAZERusFDsjNLd-OX29mEuTUPgQaDvcvsmfox3fv4E9riObO4B-nihwW1A9nAnOxkAg8ltaCRLoUHEDfHAj5lDWpVIabpc_jVsdePXVWcvSPzwg57PnKrebnFTtknp-N65qg_UEdxbJG954AqpisgoHq40wjPWB_LNso2yszePfAPnyOHQopzVPb6kYKGp0MnkQoksCV1apB6u0pIBNBzgy4BfIDGwLnCjfUF6a1cHquEOEUOtn1HUMlJcAfLhUltG11fA&key=GOOGLE_API_KEY
La Casa Pizzaria,"4432 Leavenworth Street, Omaha",(402) 556-6464,http://lacasapizzaria.net/,"restaurant, food, point_of_interest, establishment",2,4.4,Old-school institution serving simple Neapolitan-style pies & pasta in the same location since 1953.,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photo_reference=AUy1YQ35FQlry7KEn9G9DNxcZ_zbfQQhUg479scX_umcr68NO3PjwzaTOUQUI7FvctgAYGI-6OoS6vU7pKDjr2XeLPpZD68Tn_pDvJVErNJoMU-R52FbK--s92SQzkI6mUbGhLGXGbB543HJpCsmpiZgJ18DEMfgInMm3ukbG6ikaLdctQHvROYlmo8I5wHpl-WYExG0gKHMJO8XZ_hVJJ6LWAcUf4ijewEJMYJRJWZ3VBrOUpGrcnk2YEX0qS5lF-wtYJLggFJJqsrxnAmULtPAN3f8fru7RieqTdPRqg501vHJsETmNwQmtQA5k_HVR1bPtZaIhdmxF-w&key=GOOGLE_API_KEY
Olive Garden Italian Restaurant,"7505 Dodge Street, Omaha",(402) 393-8404,https://www.olivegarden.com/locations/ne/omaha/omaha-dodge-st/1302?cmpid=br:og_ag:ie_ch:loc_ca:OGGMB_sn:gmb_gt:omaha-ne-1302_pl:locurl_rd:1228,"meal_takeaway, bar, restaurant, food, point_of_interest, establishment",2,4.3,"Lively, family-friendly chain featuring Italian standards such as pastas & salads.",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photo_reference=AUy1YQ1h7HAS_HXAu44XgCbs8f5RhvESEVg8zvUKmv_gUMrKMKyP-27OZ3a9LDx44lYsTJ3UicZnAxchH4y3IcJWnnGyqojQi1ioKcO72e6yPUX9AMUEpNohIt6j3fBbzEl7xB5TcylC1WNC9zEWArdCvI-GZuNJYh2QjWyafKScgnn0r_egZ_cPIOLQCKHgvhygmRIDElPPec1J_-5f034QSng2GKnpZNCVvgAq4Ng7ywNTOLLzuxAkrwnSEK8VAEjGw6vmAMZnT_txHH7FcZDj2OWKr7K4ZafFxriPQleJKmfi1vMLNNU7a7m-3glPRomTJivn0AjDFoJGQ_EoKTvLg39IK8G7MsfnDlPs_C44epHMSNMfRX0mCcikgFjONssjJ_OqSdSDvMCfpKOMTmMn4KIoORpr4G9udtL3rZF3PB8DManIP0JsW0XndQ5UIPPKH6sHj0Bd6EonAugFj6jnWgPRXMrcimTrxDgo4FVvHdqlBrP2UL-GhYYNIOYqi0Qfkhlq72S3V5a-DXPRbJDEVmtxowlacNx9e0Q5sGikBpOcNlTC6oSA2b-tn4xSc7rGsuXku-AJDYe1nK8QroTzn7F89PrjxM3giW75cheISZZZ4ZomK5KPBfkAmbT5-8pc429FRgoX&key=GOOGLE_API_KEY
Subway,"5005 Center Street, Omaha",(402) 551-4416,https://restaurants.subway.com/united-states/ne/omaha/5005-center-st?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=10179&utm_campaign=evergreen-2020&y_source=1_MTQ5MTIyMTMtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,"meal_takeaway, restaurant, food, point_of_interest, establishment",1,4,"Casual counter-serve chain for build-your-own sandwiches & salads, with health-conscious options.",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photo_reference=AUy1YQ3-3DMfpGY-lQLWiu9IiUFcmfFJ3IZR9J3oS-GpVJ1aQnSCQDqokHHVrpNL4Ru92uLwogK60PLUtBrPbc4_aGzF-qfgIUO4KNvS0347xai8RB4ZPtY99EdxPBRMyF8U3vZngMCJ70zj51aWUm3oD28jL9d4LUAqpq7VL3MlB-1gh6P8uVNzboPs6qYwla1_ed5V__bX8Xw987RndjpVikEWCqS_aK77FlHOZacHKg3pmDiXAa96rkzxmyADzZ0C_BA54gNj2jYbmVwRW5N28JJkTIG-5OTgSGalOUfRk-okHPJ0GK3p3jZcaTThVlAANP9Tsfwwnic&key=GOOGLE_API_KEY
Johnny's Cafe,"4702 South 27th Street, Omaha",(402) 731-4774,http://www.johnnyscafe.com/,"restaurant, food, point_of_interest, establishment",2,4.4,"1922 chophouse with a throwback feel highlighting Midwest beef, including steaks aged on-site.",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photo_reference=AUy1YQ1BbLjcnVkadxCDoqx1XRwlhnW2vsywl-zFSf4xYdXitQOOqCh6V0TdxGixKf5KpnjbW4g8FjCjrVskye2_uQd4bznFJJonA9R7yax6TYsf82CY9UW0Y0ZgmvD7MOiVu20toNTVN_s1HJdpqw4JGMgrwDAWrASTNXAsOjI3Qq5e5uTTgY3bDegoKTDZGvzPBQvk0mKPTuT5llEo_iendpqdFbGYu4z_FDGrtVrL43Nz3zaQyGuhBN8_uVBXQYroGFg4tjFX5KwudcX3JFBf_O_8Q9MCqsAigBtCo7MiR0UtyziaUJbxCi3bNpxbulfylo-VPiM0s54&key=GOOGLE_API_KEY
Jimmy John's,"107 North 40th Street, Omaha",(402) 614-4545,https://locations.jimmyjohns.com/ne/omaha/sandwiches-778.html?utm_source=google%20my%20business&utm_medium=organic&utm_campaign=website%20link,"meal_delivery, meal_takeaway, restaurant, food, point_of_interest, establishment",1,4.2,"Counter-serve chain specializing in sub & club sandwiches, plus signature potato chips.",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photo_reference=AUy1YQ3l3_BDJy9VxMo7PQEQr1yTO7exQPsUdytm23OqTnyfUculXUm-zvUA2sqLk64NRYhOC1dzLe-3Llpl0zc0fij_1V35vQ8xp3GqCHGJ0fIl0y7qnmMcSceZr-9BXaGKHY70rhKPsyfWG9eVZlu2kgZ2Hmin-UQmkNl409b58glr_KfQ_AlT8vMdjVgUUaumcXi01MwSQHIvFAXUxZH7z4nTGDWQMw2aJioGqPCRMtYQY6JRodyBaKMyLvEtN_lsupCiB8IOkiAbgUzcHv2ieK38JK8EsjbTCrxRap0Noa_xv2ijKcCVgS-eVoCWFJm9EZtCnhlQ-ScPASjDLhN4wkl_PKtegBzZpujzBR-FUCtrvofdD6UygQccmSwJ9A3jKQp4QvgiPcIPC3wXyyP4eftRbIBUSOW6JTRPxYFJhEx5D0HUPnPPi6Iol1WH3x_1cEPT7wBX7j6aA9zR2g8KRgI1cBAL2yvKM55dvAFuHklKCrSym7UwWMyl6MZKUtukPW4sxcTGK7jmar-cXPCSIezms4ytzGnpwvUW1TQV5xOKBFsN8v9UFQrcH_0-uO-s40bRA4TRiZbwPhjosArpLAFOjOFIPnsRCh6XG9UzrzZE9XVMRVHnIVrB-Ki5v-NJBOLoOQ&key=GOOGLE_API_KEY
Dinkers Bar and Grill,"2368 South 29th Street, Omaha",(402) 342-9742,N/A,"bar, restaurant, food, point_of_interest, establishment",1,4.6,"Local watering hole since 1965 featuring burgers, beer & dippable appetizers, plus plenty of TVs.",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photo_reference=AUy1YQ1E-yruzlaUQLCCRm6cZdYA4saMEYCyDhdtuM_tfFeliVMKiTXHHrn9_Ekc3Rj2wdTQFp7JasdvfZzs1PVPzWIdxoRhKdnO3MkC29BEqy1LBEHR_dnOEYJ8DezuMaS2yB94pAaod-mZ3Ng69e-mRYWNqE_uXL17-54M-q1SqfY_tiLcKHXs2Vs0v_9-E0O7h1v_uS5ZE9d6dGUNJ7ZYTZk-D66ELjRua_l1-qhcrrDpwI5Kpquab-sOxyr79s3z3sZ_Ci0VRHViksLFMueB0V1gPc_4TsFdnJaX9UbfoufHCsnITuqdH6TNgZ9UBPPv9NvPo-XjjF6meDHNqvwgFK1I4cudT1Sboq9O705l149rUmpEwcCgGCudqgJjHUQUfdojwHXJ2vZMr49PzNrI0qXoNkd1YiAecCviIKjrm2biyQvkJlTQYobTY5lq8N0_UWVPgnsTkRihl-8C3WwOvth5yVj5uajhXiX5YCPsazDd7I8FS2fPSlLXxHfQ_23uTrWraGR2E08y4gG81zOCBJ_Dg_3KeWiqgnnFT_QaIduQojkyOk5FnXKUZBjhmgx338Jh6z_SKpk1KA15PEsuSyMYPqbXHQSeM4HCCIIieju1J-_l_m7puiYC0g51rUXeQBI_jkaH&key=GOOGLE_API_KEY
M's Pub,"422 South 11th Street, Omaha",(402) 342-2550,http://www.mspubomaha.com/,"restaurant, bar, food, point_of_interest, establishment",2,4.5,"New American hub with a marble bar serving creative & classic items in a modern, industrial setting.",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photo_reference=AUy1YQ0JOCMO5vrk2wwFWAbf3jVsoHrjh8JuYqq_kcsLDU2jEsmn34dQaL1PLylkX9XPldO0cDgfLT_lIFV1Y0LMvbYwISEXoWX5RA9mlXz9UXOvsYsnBLuBxDEbCfh9QuDEWn67pMMjENKfBEUW_xqpZj9YwWTYCCLsRYxkh5-m3gqHnotJoTLUrwp4jorXFgpYVa3zsjgLsUSe4EHcWeZa-KXc4ehk50eZ5D598x3yHENlYsvbWBhbTKzbnJCHBlKdF3mbuOBjnc5OZRhsTvkS7nB0gu98RkJHo5KFlJ6YmZjVW37iCvXPlPr3HfT32gqifjGcrW0m10ZzkMcJLLovIOX6Z7_21-KPrYEEPW4LGy7QXfsYOxSImr6aA_AB5WWVp_f2YqofYeOW0rXRceNXICqlMK7af4i0Cazw5uh6Mu-O9h2gQczYNsViRjMyTy_7K0x2bIVzb7O6C_5rs-bEt0iavnYLvVLFIrWrL3Pi09f3oTCp54IRzEva-6IOwmsZUZsFOFULWfNuEcgk-3PxSzBO8Nm4ONUl1EBv6jLWAZimZtGHi43wTjAqUTBqg0n2GlEQYae55ozv-VrOvo3MwX1ZO1JnQH3JguNrQLIbsfLEGFzUOdSctrqM6Kx3roPSdEDXag&key=GOOGLE_API_KEY
